poi_id,front_img,title,avg_score,all_comment_num,address
1541084094,https://p0.meituan.net/deal/606d955083b935afd2b89ef9be97b6eb342031.jpg@600w_600h_1l,吃的港湾·川菜·泥炉烤肉,4.9,300,市北区市北区台东步行街利群商厦万达店东沿小公园往上经新华书店和鑫衣汇服装店一直往上走30米
4713541,http://p0.meituan.net/600.600/bbia/b95cb99a5985c559710df4ec3c532eef2356081.jpg,海景花园大酒店·西餐厅,4.9,6510,市南区彰化路2号海景花园大酒店3号楼1楼（近东海中路）
1507183,http://p0.meituan.net/600.600/merchant/e96ef0f30d26ed913c0f3849ebf48f17241916.jpg,许榴香西餐厅（台东店）,4.6,4270,市北区台东三路16号（威海路步行街以西）
1019215905,https://img.meituan.net/msmerchant/c2cc531fb8a6b8a17febc4af349804bf409558.jpg@600w_600h_1l,韩味真烤肉·韩国料理（东方城店）,4.6,321,城阳区黑龙江中路东方城5楼
42836729,http://p1.meituan.net/600.600/merchant/7c885dc2975386d6340b93d9bab2959d153047.jpg,筋牛座筋头巴脑香锅米饭（大成路店）,4.7,11074,市北区大成路33号（张大妈火锅旁、千川百货旁边）
6686405,https://img.meituan.net/600.600/msmerchant/15a12e2a21b2c64f37a2fea90730811a4262789.jpg,王记老街里海鲜烧烤,4.7,4265,市南区天津路37号
191910780,https://p0.meituan.net/adunion/c91faf9e1287675a962531c51f6c5de01470293.jpg@600w_600h_1l,東門韩国传统烤肉（城阳总店）,4.9,2351,城阳区春城路212号水谢花都小区东门旁
6815383,http://p0.meituan.net/600.600/bbia/94c6558d1abd01f028a0225c72914a0e139352.jpg,康大豪生大酒店自助餐厅,4.4,9421,黄岛区长江西路159号康大豪生大酒店1楼
40473486,http://p0.meituan.net/600.600/merchant/e9fb39a6ce702d08d750c16a4f50141b684721.png,滨阳海鲜自助火锅（云霄路店）,4.3,3501,市南区云霄路88号（云霄路与闽江路交口南100米）
1707215510,https://p1.meituan.net/merchant/8a282654f76b4f5f4139b0819ffc28121116026.png@600w_600h_1l,解忧炸货铺（台东店）,4.8,152,市北区台东四路120号
4634268,https://img.meituan.net/600.600/msmerchant/8c284ef4edec0bc1111c70a5c6fd7af7605836.png,鲜稻精致料理（上流汇店）,4.5,5009,黄岛区阿里山路7号（万利国际上流汇2楼）
1967643,http://p0.meituan.net/600.600/merchant/52c1634d3b478b3eee261a8dd08abeb0123880.jpg,全聚仁豆腐脑（劈柴院店）,4.6,4417,市南区河北路23号（劈柴院小吃街西门，河北路与天津路交叉口东北角）
1002383888,https://img.meituan.net/msmerchant/dec717e10d61163f97d2007ed8ee3748247843.jpg@600w_600h_1l,东镇老火锅（城阳卓越店）,4.5,129,城阳区双元路18号卓越蔚蓝群岛68号楼底商
42914765,https://img.meituan.net/600.600/msmerchant/fa9296c894e0b2a9f5828dcf1b95a9ae40564.jpg,邓记一品生煎（家乐福店）,4.5,996,市北区山东路136号
6778322,https://img.meituan.net/600.600/msmerchant/74c2621af4c355fa3b45af409a0e5b14139774.jpg,daozao料理美术馆（快通店）,4.6,2352,城阳区民航路89号快通国际酒店1楼（近流亭机场）
799858770,https://p1.meituan.net/deal/a0f0c8af150644f5761a0edcbd987ad1125122.jpg@600w_600h_1l,青岛小船海鲜·本地菜（湖北路店）,4.8,278,市南区湖北路86号
1969913,http://p1.meituan.net/600.600/deal/__36583458__5997108.jpg,比萨诺贝,4.9,714,"城阳区泰城路596号,红星美凯龙东门南50米"
50740098,http://p1.meituan.net/600.600/bbia/c48606b0b4ba73d9e328f5f5fb3078a1237638.jpg,劈柴院25号海鲜大排档,4.4,1193,市南区河北路25号乙（速8酒店楼下）
193957851,https://img.meituan.net/msmerchant/7d2396717c91a97d957049b5f42538cf683691.jpg@600w_600h_1l,肉加韩国料理（金茂湾店）,4.7,1408,市南区四川路23号金茂湾购物中心3楼L314号
40082449,http://p0.meituan.net/600.600/biztone/40082449_1622084118498.jpeg,渔家菜馆（栈桥店）,4.9,178,市南区龙口路36号（张店路与龙口路交叉口）
60799819,http://p0.meituan.net/600.600/bbia/3cddab6b8bb15b6a714bbfdafd65ec974454818.jpg,罗密欧蛋糕（东方城店）,4.6,932,城阳区黑龙江中路216号水青木华1-23号商铺
6189122,https://img.meituan.net/msmerchant/997c6f8834a339f4125a63239804d1a41745854.jpg@600w_600h_1l,郭哥海鲜家常菜（栈桥店）,4.8,522,市南区湖北路23号戊（百盛商场后门、湖北路与河南路交叉口往西50米）
86097817,http://p0.meituan.net/600.600/deal/a034c6cdb722a3bac18d48ea18e30b5799975.jpg,青岛涵碧楼酒店·十一厨全日餐厅,4.1,1604,黄岛区九龙山路277号涵碧楼酒店内
2783537,http://p0.meituan.net/600.600/dealwatera/42f6988af625b01d5a27bba4e11a3065318655.jpg,百佳利蛋糕,4.4,882,平度市永州路市场北28号
184039539,https://p0.meituan.net/adunion/0f419cf730633fc9febe55e47d78b564847117.jpg@600w_600h_1l,肉加韩国料理（财富中心店）,4.8,2074,城阳区长城路天一仁和财富中心门面
6218544,https://img.meituan.net/600.600/msmerchant/896c3d2fd4520e5fb62c50bc0df2688e119061.jpg,披萨驿站（公园维客店）,4.9,1651,李沧区永平路80维客超市公园店正大门左边扶手电梯旁
1078792,http://p0.meituan.net/600.600/deal/__43655967__9245120.jpg,景园假日酒店自助餐厅,4.5,3304,城阳区兴阳路306号景园假日酒店内
1474040286,https://img.meituan.net/msmerchant/6fefc6b94cf5076a8179fe3ff8a749a584105.jpg@600w_600h_1l,甄鲜小厨·蒸汽海鲜（奥帆中心店）,4.8,277,市南区金湾路9号奥帆中心情人坝
4096224,https://img.meituan.net/600.600/msmerchant/3bdc4737c4e1a01b7789f9d92811ac21534741.jpg,燕欣老字号活海鲜家常菜（栈桥美食地标店）,4.9,1249,市南区北京路72号甲（近火车站）
2511139,https://img.meituan.net/600.600/msmerchant/934dc3bfa1cc91709167a852176d177a65665.jpg,daozao料理美术馆（奥帆店）,4.4,5042,市南区新会路12号中航翔通大酒店一楼
4764161,https://img.meituan.net/msmerchant/d86bd40084e83f442c129309d9c6e06f91677.jpg@600w_600h_1l,青怡润海鲜馆,4.9,917,市南区浙江路16号
5526714,http://p0.meituan.net/600.600/mogu/004ebdd3e45fa789ff463418b63eba22301708.jpg,花の味道烘焙坊,5.0,183,李沧区重庆中路中南世纪城商业街甲12号
233083,http://p1.meituan.net/600.600/bbia/1cf225b6708e7d917b1ac3c426bc0ada622364.jpg,清水海日本料理（丽晶店）,4.3,612,市南区香港中路110号丽晶大酒店2楼
944554463,https://img.meituan.net/msmerchant/7d81ac352eca87257e815d80aa42e0d11104482.jpg@600w_600h_1l,御品宴府火锅,5.0,36,城阳区正阳路7-1号东田社区南门旁
1967280,http://p0.meituan.net/600.600/biztone/1967280_1621678815903.jpeg,1937青岛老味道本帮菜（劈柴院店）,4.8,623,市南区天津路26号
51156187,http://p0.meituan.net/600.600/merchant/01d5fb7aa9bc75a0dfba51e4a62d47d82462480.png,本地渔村海鲜大咖,4.7,953,黄岛区金沙滩路烟台前商业街内21号（烟台前村停车场尚客优酒店附近）
164980889,https://img.meituan.net/msmerchant/3e4ac5e65bc3bc00388464a9b50f0742248497.jpg@600w_600h_1l,柒柒海里老鲁味海鲜楼（金沙滩店）,4.9,296,黄岛区珠江路106号26栋商业20单元1-2层
6657538,http://p1.meituan.net/600.600/merchant/c64b85a791d6adc5660b2f0e66f4dc0e90154.jpg,益佰岁自助烤肉涮,3.9,3296,黄岛区五台山路2041号（博美商城内一层18号）
5605264,https://img.meituan.net/600.600/msmerchant/02dfb9bdbea5c5aa1f8b15d0e79bd70670916.jpg,美利华蛋糕,4.8,283,平度市苏州路与人民路路口北30米路西
